id,Thương hiệu,Dòng xe,Loại xe,Dung tích xe,Giá,Số_km_da_đi,Tuoi_xe,Km_moi_nam,Tuoi_xe_x_Km,Log_Gia,full_description
4082,honda,lead,tay ga,100 175 cc,15.0,40000,14.0,2836.8794326241136,560000.0,2.772588722239781,xe lead biển số vip honda lead tay ga 100 175 cc xe bà xã đi chợ nay cần thanh lý giá 15 00 000 mới thay cặp vỏ xe xe chạy bao ngon xe chính chủ công chứng liền 30 giây xe biển số cực kỳ đẹp nguyên cặp thần tài 39 79 anh em cần liên hệ xem xe tại quận phú nhuận vũ
4083,honda,winner,tay côn moto,100 175 cc,14.3,8386,7.0,1181.1267605633802,58702.0,2.72785282839839,winer v1 bstp đki 2018 gtdd btc honda winner tay côn moto 100 175 cc cần bán winer v1 bstp gtdd chất xe liền lạc có trầy theo năm tháng giao cavet hóa đơn mua bán cửa hàng tặng bhxm thùng đồ fix xăng cộ cho ae thiện chí thanks lh
4084,piaggio,lx,tay ga,100 175 cc,21.0,38000,11.0,3423.4234234234236,418000.0,3.091042453358316,vespa lx125 3 vie tu sửa bảo dưỡng mới hết 23 tr piaggio lx tay ga 100 175 cc xe lx125 3 vie mình dọn theo trend nhưng về không có thời gian chạy cần bán 21 tr bill làm xe hết 23 tr đã thay mới các chi tiết hao mòn máy zin xe làm êm như xe mới xe ở trần huy liệu pn ngay bệnh viện an sinh
4085,honda,sh,tay ga,trên 175 cc,285.0,1400,8.0,172.83950617283952,11200.0,5.655991810819852,xe sh300i mói 99 9 hàng hiếm không có chiếc thứ 2 honda sh tay ga trên 175 cc mới quá như đập thùng không cần phải diễn tả nữa biển số 50 ab 06688 bạn nào mua bán luôn nha
4086,yamaha,dòng khác,tay côn moto,100 175 cc,40.0,130000,6.0,21311.475409836068,780000.0,3.713572066704308,bán xe mxking 2019 như hình yamaha dòng khác tay côn moto 100 175 cc lên cho ae siêu phẩm mxking 2019 cấu hình 72 6 chạy chưa được 1 000 km nội công dên búa ta cân dục xử lý theo cấu hình đầu lòng ta supap 25 28 bơm xăng ta họng xăng cnc ta kim phun aracer ecu aterc v4 mẫu ex 2019 bẩy nhớt cnc pô móc theo bài cổ titan 42 51 60 nồi tháp 2010 mặt nhôm uma chống trượt số đấu ta két redleo lớn 2 quạt nhông cam lớn xài sên cam winer bao đứt nấp đầu thớt lòng bơm nước cnc lớn đề lớn bình lớn bấm cái nổ ngoại hình mâm rcb 5 c vỏ pirelli rosso phuộc sau rcb tím bd chảng 3 cnc lcm phuộc trước lcm máy êm hoạt động tốt mọi chức năng xe nhà e chơi bill đồ tới lắm bén như cây kiếm giá 4 x bay luôn lh huy 3 tuổi nhất điện thoại gọi cho e chở tận nhà cho ae xem luôn ạ
4087,honda,sh,tay ga,100 175 cc,320.0,20000,4.0,4878.048780487806,80000.0,5.771441123130016,cần bán shi 150 nhập ý đời cuối 2012 honda sh tay ga 100 175 cc cần bán shi 150 nhập ý đời cuối 2012 số máy 111 xxxx bks 59 l2 x8888 màu trắng đen sơn zin lh chính chủ ủy quyền 30 năm
4088,honda,lead,tay ga,100 175 cc,16.0,90000,11.0,8108.108108108108,990000.0,2.833213344056216,đổi xe điện dư 1 xe lead muốn bán honda lead tay ga 100 175 cc xe của hãng honda bảo dưỡng định kỳ chính hãng xem và nhận xe thứ 7 và chủ nhật xe chính chủ
4089,suzuki,gn,tay côn moto,100 175 cc,37.5,20000,6.0,3278.688524590164,120000.0,3.6506582412937387,chính chủ bán suzuki gn125 nguyên zin đời 2019 suzuki gn tay côn moto 100 175 cc cần bán suzuki gn125 nguyên zin đời 2019 như hình máy móc ngon lành tiếng nổ êm đã vô 1 số đồ chơi xịn
4090,suzuki,gn,tay côn moto,100 175 cc,37.5,20000,6.0,3278.688524590164,120000.0,3.6506582412937387,chính chủ bán suzuki gn 125 đời 2019 nguyên zin suzuki gn tay côn moto 100 175 cc cần bán suzuki gn 125 đời 2019 nguyên zin như hình máy móc ngon lành tiếng nổ êm đã thêm 1 số đồ chơi xịn
4091,kawasaki,w175,tay côn moto,100 175 cc,29.0,15000,3.0,4838.709677419355,45000.0,3.4011973816621555,kẹt tiền bán bao ra tên ủy quyền kawasaki w175 tay côn moto 100 175 cc xe đang sdung ok mọi chức năng ký ủy quyền sang tên ok 176 đặng văn ngữ phường 13 phú nhuận
4092,honda,vision,tay ga,100 175 cc,28.5,28000,5.0,5490.196078431373,140000.0,3.3843902633457743,vision 2020 smartkey bstp 098 98 chính chủ honda vision tay ga 100 175 cc cần bán 1 chiếc vision chính hãng honda xe nhà sử dụng kĩ nên còn rất mới 95 máy móc zin 100 xe đẹp ko vết trày óc tán sáng xe 1 đời chủ đi được 28 000 km xe ngay chủ đứng bán nên chứng giấy liền trong ngày đ c 36 13 cao thắng p15 q phú nhuận
4093,honda,sh,tay ga,100 175 cc,96.0,22000,15.0,1456.953642384106,330000.0,4.574710978503383,bán honda sh 150 i 2010 sm 5008 honda sh tay ga 100 175 cc cần bán honda sh như hình xe chạy kĩ odo 22000 km bstp chính chủ máy zin chưa hạ đầu xe chỉ đi nội thành chưa một lần đi xa xem xe ơ 146 nguyễn văn trỗi p8 phú nhuận
4094,honda,spacy,tay ga,100 175 cc,39.0,15000,23.0,649.3506493506493,345000.0,3.6888794541139363,cần bán xe spacy honda spacy tay ga 100 175 cc cần bán xe spacy đời 2002 xe don sach se máy móc bao êm mua bán tai nhà chính chủ bao cong chứng
4095,piaggio,vespa,tay ga,50 100 cc,15.0,0,10.0,0.0,0.0,2.772588722239781,bán xe vespa s125 phú nhuận gdtt piaggio vespa tay ga 50 100 cc xem tình trạng trực tiếp có fix xe có giáy tờ bao sang tên
4096,honda,dylan,tay ga,100 175 cc,9.5,1234,21.0,58.48341232227488,25914.0,2.3513752571634776,hoda dylan cần bán honda dylan tay ga 100 175 cc cần bán xe dylan xe còn nguyên vẹn chạy lướt mạnh rất tốt do k có nhu cầu sd bán lại cho ai cần đi lại xe bán giao đk xe vì hồi còn làm v mua lại của a bạn làm cùng lên k sang tên
4097,honda,sh mode,tay ga,100 175 cc,31.0,50000,10.0,4950.495049504951,500000.0,3.4657359027997265,sh mode 2015 máy zin êm ru honda sh mode tay ga 100 175 cc máy êm zin xe nữ chạy giữ rất kỹ odo 50000
4098,piaggio,vespa,tay côn moto,100 175 cc,54.0,10000,,,,4.007333185232471,vespa cổ super xe bstp 54 tr piaggio vespa tay côn moto 100 175 cc em bán chiếc vespa super 150 chính chủ bstp tổng thể là 1 chiếc xe được chủ mua và dọn mới tất cả từ đồng sơn máy cách đây gần 1 năm chủ yếu trưng bày là chính về phần máy đặc biệt nhích nhẹ chân là nổ nổ rất êm không dộng không hú đồ zin theo xe cơ bản là đủ mọi chức năng đang hoạt động hoàn hảo và êm ái số sườn số máy rõ ràng chuẩn đời vbc ký giấy ngay mua bán hay ủy quyền điều được giá em giao lưu 54 000 000 vnd
4099,hãng khác,dòng khác,tay ga,100 175 cc,5.5,40000,17.0,2339.1812865497072,680000.0,1.8718021769015913,xe ga den hãng khác dòng khác tay ga 100 175 cc xe như hình để lâu ko xử dụng ace cần alo mình cám ơn chợ tốt duyệt tin xe hiện tại ở củ chi
4100,honda,winner x,tay côn moto,100 175 cc,27.8,10000,2.0,4761.9047619047615,20000.0,3.3603753871419,bán winner x v3 abs bạc nhám bstp đk 2023 honda winner x tay côn moto 100 175 cc bán winner x v3 abs bạc nhám bstp đk 2023 nguyên bản odo 9750 km sên vàng long lanh yên nệm êm ái baga 2 kính 360 2 smartkey cần tiếp người thiện chí anh em cò lái tha thứ xem xe tại phú nhuận giá còn fix cho anh em vui vẻ
4101,honda,dòng khác,xe số,50 100 cc,9.0,99000,25.0,3944.223107569721,2475000.0,2.302585092994046,cần bán xe 70 cc honda dòng khác xe số 50 100 cc xe cũ vì không sử dụng nữa nên thanh lý cho đỡ chật chổ xe đã thay máy dream và không có số máy ace không quan trọng thì liên hệ tình trạng hoạt động tốt bền và lành cám ơn đã đọc tin mua bán tại nhà
4102,honda,wave,xe số,100 175 cc,9.0,30000,15.0,1986.7549668874174,450000.0,2.302585092994046,wave s100 honda wave xe số 100 175 cc wave s100 xe cũ đi 3 vạn chuyển về quê ở ko còn nhu cầu đi lại nữa ạ
4103,honda,cub,xe số,dưới 50 cc,14.0,30000,39.0,767.2634271099744,1170000.0,2.70805020110221,cần bán cup 86 1 đời chủ xe ở sa đéc đồng tháp honda cub xe số dưới 50 cc ông lớn tuổi ít đi nên cần bán tình trạng xe như sau 1 đời chủ sang tên dễ dàng xe ông mình chạy kĩ nguyên bản chỉ có thay 1 căm niềng sau của thái 1 vỏ trước còn theo xe niềng trước vẫn xài bình thường nhưng có mục 1 chỗ từ trong ra chứ k cong vênh muốn ngon về thay niềng trước bô đã thay bô tân tiến phốt cốt số bị chay có lem nhớt chi phí thay có mấy chục k thôi cánh bửng zin theo xe mặt nạ do vặn quá tay có nứt về phần cục máy có mở ra cạo khói xoáy xúc bắp chứ ngoài ra k can thiệp gì hết thợ nhà ở chợ xe tân thành làm ốc tán k lai con nào khóa còn đủ 2 chìa khóa bình xăng hoạt động bình thường bình xăng lớn phía trong k mục sét do lúc nào cũng đổ xăng đầy bình còn máy thì im ru vô số ngọt ngào k đổ hơi k hú nói chung xe ít chạy nhưng vẫn bảo dưỡng định kì lâu lâu vẫn chạy vài vòng hình thức xe như hình ngoài mấy món kể trên đã thay thì còn lại nguyên zin pháp lí bắt buộc sang tên mình mới bán nha xe hiện đang ở sa đéc đồng tháp nha gia cả thương lượng ace đọc kĩ để 2 bên đỡ mất thời gian anh chị cần lh chức 35 tuổi mình cũng bận đi làm anh chị gọi không được thì để lại tin nhắn bên zalo mình gọi lại sau cảm ơn mọi người đã xem tin
4104,piaggio,vespa,tay ga,100 175 cc,60.0,9000,2.0,4285.714285714285,18000.0,4.110873864173311,xe vespa 2023 piaggio vespa tay ga 100 175 cc vespa 2023 xe chính chủ biển số 60 thương lượng mạnh giá 60 tr
4105,honda,winner x,xe số,100 175 cc,21.0,25316,4.0,6174.634146341464,101264.0,3.091042453358316,xe đi rất kỹ sang tên hơp lệ honda winner x xe số 100 175 cc vì công việc rất bận hãy gọi điện thoại cho tôi để thuận tiện mua bán xin cảm ơn
4106,honda,sh,tay ga,100 175 cc,60.0,19000,16.0,1180.1242236024843,304000.0,4.110873864173311,xe bán sh 150 nhập ý màu đen đk 2009 xe máy zin honda sh tay ga 100 175 cc xe bán sh 150 nhập ý màu đen đk 2009 xe máy còn zin trước mua dùng nay cần bán lại cho ai có nhu cầu mua sử dụng
4107,honda,air blade,tay ga,100 175 cc,29.5,20000,15.0,1324.5033112582782,300000.0,3.417726683613366,bán ab thái zin 2010 giá bèo xe rat ngon honda air blade tay ga 100 175 cc ab thái 2010 máy zin chưa rớt đầu lợi xăng sang tên theo thông tư giao cavet và căn cước chủ xe
4108,piaggio,sprint,tay ga,100 175 cc,59.9,3686,2.0,1755.2380952380952,7372.0,4.109233174715851,vespa sprint 125 150 đã qua sử dụng piaggio sprint tay ga 100 175 cc vespa aprint 125 150 các đời đã qua sử dụng giá chỉ từ hơn 10 triệu thôi các bạn ơi xe chính chủ bstp cam kết chất lượng xe bảo hành 12 đến 24 tháng bên chúng tôi chuyên mua bán trao đổi tất cả các dòng xe vespa thu mua giá cạnh tranh đối với xe chạy ít km hãy liên hệ với chúng tôi khi bạn cần địa chỉ ct tnhh xe máy bảo hưng 44 46 hoàng văn thụ phường 9 phú nhuận tphcm fb xe máy bảo hưng zalo xe máy bảo hưng tiktok xe máy bảo hưng yotutbe xe máy bảo hưng chotot xe máy bảo hưng google maps xe máy bảo hưng
4109,yamaha,dòng khác,tay ga,100 175 cc,3.5,10000,8.0,1234.567901234568,80000.0,1.5040773967762742,bán xe yamaha dòng khác tay ga 100 175 cc chật nhà cần bán ai thiện chí có fix ạ
4110,honda,sh,tay ga,100 175 cc,159.0,19000,14.0,1347.5177304964539,266000.0,5.075173815233827,xe dư dùng cần bán honda sh tay ga 100 175 cc xe cần bán sh 150 cc màu đen nhập ý đk 2011 xe máy móc còn zin
4111,yamaha,exciter,tay côn moto,100 175 cc,24.0,298000,6.0,48852.45901639345,1788000.0,3.2188758248682006,không có nhu cầu đi nữa nên bán lại yamaha exciter tay côn moto 100 175 cc xe còn đi ok lắm ai cần liên hệ số điện thoại để mua bán nhé không qua trung gian
4112,honda,wave,xe số,100 175 cc,26.0,20000,22.0,904.9773755656108,440000.0,3.295836866004329,way 110 don kiểng honda wave xe số 100 175 cc do nhà dư xe cần ra đi e xe way dọn kiểng bao công chứng xe fun dàn ốc salaza heo dầu sau sh mam raider rin đồng hồ way zx
4113,honda,cub,xe số,dưới 50 cc,40.0,28000,4.0,6829.2682926829275,112000.0,3.713572066704308,bán super cup custom honda cub xe số dưới 50 cc xe cúp custom nhật nhập khẩu hải quan 2010 4 số 50 cc năm 2010 phun xăng điện tử hàng hiếm chính chủ
4114,honda,air blade,tay ga,100 175 cc,42.0,1000,1.0,909.090909090909,1000.0,3.7612001156935624,ab125 4 val bản đặc biệt đen nhám đăng kí cuối 2024 honda air blade tay ga 100 175 cc xe biển tỉnh kontum xe chạy chưa được 1000 km còn bảo hành hãng chính chủ ký giấy mua bán
4115,suzuki,gd,tay côn moto,100 175 cc,23.0,31400,7.0,4422.5352112676055,219800.0,3.1780538303479458,cần bán xe tâm huyết suzuki gd tay côn moto 100 175 cc suzuki gd 110 ra giấy năm 2018 biển số đẹp bao sang tên xe chính chủ đầy đủ giáy tờ không phải bán qua trung gian đã thay ghi đông độ những vẫn còn ghi đông zin đi theo xe lăng bánh chưa tới 35 ngàn cây số chi tiết liên hệ nhắn tin trực tiếp trên chợ tốt hữu nghị có fix tiền cf
4116,honda,vision,tay ga,100 175 cc,29.5,14673,3.0,4733.225806451613,44019.0,3.417726683613366,xe nhà đang xử dụng nên cần bán a honda vision tay ga 100 175 cc xe màu đen nhám áo mới làm keo trong xe dan bang keo nguyen chiec anh chi em mua về chi chạy thoi cap vo con theo xe anh chi em mua lien em
4117,honda,sh,tay ga,100 175 cc,60.0,19000,16.0,1180.1242236024843,304000.0,4.110873864173311,cần bán 1 xe sh 150 nhập ý năm đang kí 2009 honda sh tay ga 100 175 cc xe nhập ý sh 150 năm sx 2008 đk 2009
4118,honda,dòng khác,tay ga,dưới 50 cc,11.223344,25000,15.0,1655.6291390728477,375000.0,2.5033475660626854,vợ không đi nên pass lại honda dòng khác tay ga dưới 50 cc xe nhập nhật còn mới và cứng cáp đề là nổ chạy êm và nhẹ phù hợp chị em đi chợ đi cf học sinh đi học xe 50 k cần bằng lái
4119,honda,dòng khác,tay ga,dưới 50 cc,13.456789,25000,14.0,1773.049645390071,350000.0,2.6711641312139176,vợ không đi nên cần bán lại honda dòng khác tay ga dưới 50 cc xe nhập nhật máy móc êm đề là chạy máy 50 phù hợp chị em đi chợ học sinh đi học
4120,honda,future,xe số,100 175 cc,35.0,80000,18.0,4419.88950276243,1440000.0,3.58351893845611,rutureneo fi bao máy zin mới lột keo áo honda future xe số 100 175 cc ruture neo fi bao máy zin xe nhà đang đi mới lột keo bộ áo theo thời gian
4121,sym,ez,xe số,100 175 cc,9.0,120000,17.0,7017.543859649122,2040000.0,2.302585092994046,cần bán sym ez xe số 100 175 cc xe chính chủ cần bán xe đi thay nhớt định kỳ từ khi mua không hỏng hóc gì cả là dòng xe nồi đồng cối đá nên mọi người yên tâm bác nào cần ib cho e thank chotot
4122,piaggio,vespa,tay ga,100 175 cc,65.0,9000,2.0,4285.714285714285,18000.0,4.189654742026425,xe vespa mới piaggio vespa tay ga 100 175 cc em cần bán vespa spint 2023 odo 9000 km biển số 60 chính chủ ký giấy mua bán ủy quyền giá 65 có thương lượng mạnh lh em
4123,sym,attila,tay ga,100 175 cc,5.8,390000,13.0,29770.992366412214,5070000.0,1.916922612182061,xe attila passing phiên bản đặc biệt sym attila tay ga 100 175 cc nhà co dư chiếc xe attila passing xr dòng xe phiên bản đặc biệt của sym xe đẹp và giống dòng mio luvias nha
4124,sym,elizabeth,tay ga,100 175 cc,8.0,2000,16.0,124.22360248447204,32000.0,2.1972245773362196,xe còn mới ít trầy xước sym elizabeth tay ga 100 175 cc xe vespa its trầy xước do mình con gái chống chân không tới nên bán xe bao tranh chấp
4125,ducati,monster,tay côn moto,trên 175 cc,78.0,22000,11.0,1981.981981981982,242000.0,4.3694478524670215,ducati monster 795 2014 1 chủ ducati monster tay côn moto trên 175 cc không có thời gian chạy nên mình bán ducati monster 795 đăng ký lần đầu 2014 xem xe phú nhuận
4126,honda,winner x,tay côn moto,100 175 cc,29.8,8000,2.0,3809.523809523809,16000.0,3.427514689979529,winnerx v3 abs 2023 bstp chính chủ honda winner x tay côn moto 100 175 cc xe em xe chính chủ công chứ liền cho anh chị nào muốn mua xe chạy chỉ 8000 km xe em đi giữ kĩ nên còn mới có fix
